x	y	radius	distance_x	distance_y	zone	edge
12	47	-0.985072261	-132000	-9963.43	E1	1
12	48	-0.982520571	-132000	-2933.33	E1	1
12	49	-0.982751033	-132000	4096.76	E1	1
12	50	-0.985761696	-132000	11126.86	E1	1
13	43	-0.980472259	-126133.33	-38083.82	E1	1
13	44	-0.966649231	-126133.33	-31053.72	E1	1
13	45	-0.955494233	-126133.33	-24023.62	E1	1
13	46	-0.947101541	-126133.33	-16993.53	E1	1
13	47	-0.941545025	-126133.33	-9963.43	E20	2
13	48	-0.938875044	-126133.33	-2933.33	E20	2
13	49	-0.939116218	-126133.33	4096.76	E20	2
13	50	-0.94226631	-126133.33	11126.86	E20	2
13	51	-0.948296332	-126133.33	18156.96	E1	1
13	52	-0.957151857	-126133.33	25187.05	E1	1
13	53	-0.968755401	-126133.33	32217.15	E1	1
13	54	-0.983009656	-126133.33	39247.25	E1	1
14	41	-0.975463178	-120266.67	-52144.01	E1	1
14	42	-0.95585882	-120266.67	-45113.91	E1	1
14	43	-0.938763741	-120266.67	-38083.82	E20	2
14	44	-0.924317179	-120266.67	-31053.72	E20	2
14	45	-0.912644914	-120266.67	-24023.62	E20	2
14	46	-0.903854435	-120266.67	-16993.53	E20	2
14	47	-0.89803037	-120266.67	-9963.43	E20	3
14	48	-0.895230618	-120266.67	-2933.33	E20	3
14	49	-0.895483546	-120266.67	4096.76	E20	3
14	50	-0.898786576	-120266.67	11126.86	E20	3
14	51	-0.905106317	-120266.67	18156.96	E20	2
14	52	-0.91438022	-120266.67	25187.05	E20	2
14	53	-0.926519583	-120266.67	32217.15	E20	2
14	54	-0.941413562	-120266.67	39247.25	E20	2
14	55	-0.958933813	-120266.67	46277.34	E1	1
14	56	-0.978939339	-120266.67	53307.44	E1	1
15	40	-0.958450672	-114400	-59174.11	E1	1
15	41	-0.935570283	-114400	-52144.01	E20	2
15	42	-0.915111701	-114400	-45113.91	E20	2
15	43	-0.897240605	-114400	-38083.82	E20	3
15	44	-0.882114272	-114400	-31053.72	E20	3
15	45	-0.8698759	-114400	-24023.62	E20	3
15	46	-0.860648698	-114400	-16993.53	E20	3
15	47	-0.854530215	-114400	-9963.43	E20	4
15	48	-0.85158746	-114400	-2933.33	E20	4
15	49	-0.851853346	-114400	4096.76	E20	4
15	50	-0.855324881	-114400	11126.86	E20	4
15	51	-0.861963333	-114400	18156.96	E20	3
15	52	-0.871696352	-114400	25187.05	E20	3
15	53	-0.884421777	-114400	32217.15	E20	3
15	54	-0.900012687	-114400	39247.25	E20	3
15	55	-0.918323146	-114400	46277.34	E20	2
15	56	-0.939194108	-114400	53307.44	E20	2
15	57	-0.962459012	-114400	60337.54	E1	1
16	38	-0.974317997	-108533.33	-73234.3	E1	1
16	39	-0.946050955	-108533.33	-66204.2	E1	1
16	40	-0.919892855	-108533.33	-59174.11	E20	2
16	41	-0.89602842	-108533.33	-52144.01	E20	3
16	42	-0.874645414	-108533.33	-45113.91	E20	3
16	43	-0.855929833	-108533.33	-38083.82	E20	4
16	44	-0.840059977	-108533.33	-31053.72	E20	4
16	45	-0.827199647	-108533.33	-24023.62	C80	4
16	46	-0.817490891	-108533.33	-16993.53	C80	4
16	47	-0.811046893	-108533.33	-9963.43	C80	5
16	48	-0.807945776	-108533.33	-2933.33	C80	5
16	49	-0.808226019	-108533.33	4096.76	C80	5
16	50	-0.811884122	-108533.33	11126.86	C80	5
16	51	-0.818874815	-108533.33	18156.96	C80	4
16	52	-0.829113807	-108533.33	25187.05	C80	4
16	53	-0.842482673	-108533.33	32217.15	E20	4
16	54	-0.858835265	-108533.33	39247.25	E20	4
16	55	-0.878004884	-108533.33	46277.34	E20	3
16	56	-0.899811506	-108533.33	53307.44	E20	3
16	57	-0.924068463	-108533.33	60337.54	E20	2
16	58	-0.950588192	-108533.33	67367.63	E1	1
16	59	-0.979186858	-108533.33	74397.73	E1	1
17	37	-0.96976251	-102666.67	-80264.4	E1	1
17	38	-0.938446892	-102666.67	-73234.3	E20	2
17	39	-0.909065134	-102666.67	-66204.2	E20	2
17	40	-0.881810566	-102666.67	-59174.11	E20	3
17	41	-0.856886188	-102666.67	-52144.01	E20	4
17	42	-0.834500815	-102666.67	-45113.91	E20	4
17	43	-0.814863724	-102666.67	-38083.82	C80	5
17	44	-0.798177783	-102666.67	-31053.72	C80	5
17	45	-0.784631293	-102666.67	-24023.62	C80	5
17	46	-0.774389027	-102666.67	-16993.53	C80	5
17	47	-0.767583268	-102666.67	-9963.43	C80	6
17	48	-0.76430582	-102666.67	-2933.33	C80	6
17	49	-0.764602058	-102666.67	4096.76	C80	6
17	50	-0.76846785	-102666.67	11126.86	C80	6
17	51	-0.775849838	-102666.67	18156.96	C80	5
17	52	-0.786649041	-102666.67	25187.05	C80	5
17	53	-0.800727209	-102666.67	32217.15	C80	5
17	54	-0.817915045	-102666.67	39247.25	C80	5
17	55	-0.838021232	-102666.67	46277.34	E20	4
17	56	-0.860841307	-102666.67	53307.44	E20	4
17	57	-0.886165636	-102666.67	60337.54	E20	3
17	58	-0.913786036	-102666.67	67367.63	E20	2
17	59	-0.943500881	-102666.67	74397.73	E20	2
17	60	-0.975118717	-102666.67	81427.83	E1	1
18	36	-0.969983779	-96800	-87294.49	E1	1
18	37	-0.935755399	-96800	-80264.4	E20	2
18	38	-0.90326154	-96800	-73234.3	E20	3
18	39	-0.872695972	-96800	-66204.2	E20	3
18	40	-0.844268154	-96800	-59174.11	E20	4
18	41	-0.818200941	-96800	-52144.01	C80	5
18	42	-0.794726652	-96800	-45113.91	C80	5
18	43	-0.774081216	-96800	-38083.82	C80	6
18	44	-0.756496275	-96800	-31053.72	C80	6
18	45	-0.742189401	-96800	-24023.62	C80	6
18	46	-0.731352997	-96800	-16993.53	C80	6
18	47	-0.724142882	-96800	-9963.43	C80	7
18	48	-0.720667904	-96800	-2933.33	C80	7
18	49	-0.720982072	-96800	4096.76	C80	7
18	50	-0.725080462	-96800	11126.86	C80	7
18	51	-0.732899592	-96800	18156.96	C80	6
18	52	-0.744322212	-96800	25187.05	C80	6
18	53	-0.759185685	-96800	32217.15	C80	6
18	54	-0.777292649	-96800	39247.25	C80	6
18	55	-0.798422461	-96800	46277.34	C80	5
18	56	-0.822342141	-96800	53307.44	C80	5
18	57	-0.848815867	-96800	60337.54	E20	4
18	58	-0.877612535	-96800	67367.63	E20	3
18	59	-0.908511284	-96800	74397.73	E20	3
18	60	-0.941305133	-96800	81427.83	E20	2
18	61	-0.975803034	-96800	88457.92	E1	1
19	35	-0.974978552	-90933.33	-94324.59	E1	1
19	36	-0.938018766	-90933.33	-87294.49	E20	2
19	37	-0.902578994	-90933.33	-80264.4	E20	3
19	38	-0.868845259	-90933.33	-73234.3	E20	4
19	39	-0.837023855	-90933.33	-66204.2	E20	4
19	40	-0.807340938	-90933.33	-59174.11	C80	5
19	41	-0.780040674	-90933.33	-52144.01	C80	6
19	42	-0.755381443	-90933.33	-45113.91	C80	6
19	43	-0.733629609	-90933.33	-38083.82	C80	7
19	44	-0.71505055	-90933.33	-31053.72	C80	7
19	45	-0.699896979	-90933.33	-24023.62	C80	7
19	46	-0.688395149	-90933.33	-16993.53	C80	7
19	47	-0.680730187	-90933.33	-9963.43	C80	8
19	48	-0.677032423	-90933.33	-2933.33	C80	8
19	49	-0.67736683	-90933.33	4096.76	C80	8
19	50	-0.681727476	-90933.33	11126.86	C80	8
19	51	-0.690038033	-90933.33	18156.96	C80	7
19	52	-0.702158265	-90933.33	25187.05	C80	7
19	53	-0.717895242	-90933.33	32217.15	C80	7
19	54	-0.737017324	-90933.33	39247.25	C80	7
19	55	-0.759268793	-90933.33	46277.34	C80	6
19	56	-0.78438337	-90933.33	53307.44	C80	6
19	57	-0.812095468	-90933.33	60337.54	C80	5
19	58	-0.842148701	-90933.33	67367.63	E20	4
19	59	-0.87430168	-90933.33	74397.73	E20	4
19	60	-0.908331453	-90933.33	81427.83	E20	3
19	61	-0.944035081	-90933.33	88457.92	E20	2
19	62	-0.981229865	-90933.33	95488.02	E1	1
20	35	-0.945201399	-85066.67	-94324.59	E1	1
20	36	-0.907029058	-85066.67	-87294.49	E20	2
20	37	-0.870328299	-85066.67	-80264.4	E20	3
20	38	-0.835293117	-85066.67	-73234.3	E20	4
20	39	-0.802141783	-85066.67	-66204.2	C80	5
20	40	-0.771117304	-85066.67	-59174.11	C80	6
20	41	-0.742486337	-85066.67	-52144.01	C80	7
20	42	-0.716535855	-85066.67	-45113.91	C80	7
20	43	-0.693566803	-85066.67	-38083.82	C80	8
20	44	-0.673884111	-85066.67	-31053.72	C80	8
20	45	-0.657782858	-85066.67	-24023.62	C80	8
20	46	-0.64553109	-85066.67	-16993.53	C80	8
20	47	-0.637350841	-85066.67	-9963.43	C80	9
20	48	-0.633399881	-85066.67	-2933.33	C80	9
20	49	-0.633757312	-85066.67	4096.76	C80	9
20	50	-0.638415898	-85066.67	11126.86	C80	9
20	51	-0.647282777	-85066.67	18156.96	C80	8
20	52	-0.66018841	-85066.67	25187.05	C80	8
20	53	-0.676901829	-85066.67	32217.15	C80	8
20	54	-0.697149226	-85066.67	39247.25	C80	8
20	55	-0.720632782	-85066.67	46277.34	C80	7
20	56	-0.747047374	-85066.67	53307.44	C80	7
20	57	-0.776093781	-85066.67	60337.54	C80	6
20	58	-0.807488045	-85066.67	67367.63	C80	5
20	59	-0.840967262	-85066.67	74397.73	E20	4
20	60	-0.876292494	-85066.67	81427.83	E20	3
20	61	-0.913249551	-85066.67	88457.92	E20	2
20	62	-0.951648336	-85066.67	95488.02	E1	1
21	34	-0.957192564	-79200	-101354.69	E1	1
21	35	-0.916536974	-79200	-94324.59	E20	2
21	36	-0.877118038	-79200	-87294.49	E20	3
21	37	-0.839110057	-79200	-80264.4	E20	4
21	38	-0.80271348	-79200	-73234.3	C80	5
21	39	-0.768157393	-79200	-66204.2	C80	6
21	40	-0.735701187	-79200	-59174.11	C80	7
21	41	-0.705634679	-79200	-52144.01	C80	8
21	42	-0.678275734	-79200	-45113.91	C80	8
21	43	-0.653964258	-79200	-38083.82	C80	9
21	44	-0.633051448	-79200	-31053.72	C80	9
21	45	-0.615883616	-79200	-24023.62	C80	9
21	46	-0.602780829	-79200	-16993.53	C80	9
21	47	-0.59401215	-79200	-9963.43	C80	10
21	48	-0.589770929	-79200	-2933.33	C80	10
21	49	-0.590154785	-79200	4096.76	C80	10
21	50	-0.595154768	-79200	11126.86	C80	10
21	51	-0.604656377	-79200	18156.96	C80	9
21	52	-0.618452162	-79200	25187.05	C80	9
21	53	-0.636262859	-79200	32217.15	C80	9
21	54	-0.657762406	-79200	39247.25	C80	9
21	55	-0.682602334	-79200	46277.34	C80	8
21	56	-0.710432346	-79200	53307.44	C80	8
21	57	-0.74091558	-79200	60337.54	C80	7
21	58	-0.77373851	-79200	67367.63	C80	6
21	59	-0.808616272	-79200	74397.73	C80	5
21	60	-0.845294549	-79200	81427.83	E20	4
21	61	-0.883549139	-79200	88457.92	E20	3
21	62	-0.923184107	-79200	95488.02	E20	2
21	63	-0.96402921	-79200	102518.12	E1	1
22	33	-0.973814645	-73333.33	-108384.78	E1	1
22	34	-0.930947784	-73333.33	-101354.69	E20	2
22	35	-0.889092907	-73333.33	-94324.59	E20	3
22	36	-0.848399803	-73333.33	-87294.49	E20	4
22	37	-0.809043794	-73333.33	-80264.4	C80	5
22	38	-0.771229605	-73333.33	-73234.3	C80	6
22	39	-0.73519518	-73333.33	-66204.2	C80	7
22	40	-0.701214953	-73333.33	-59174.11	C80	8
22	41	-0.669601728	-73333.33	-52144.01	C80	9
22	42	-0.640705974	-73333.33	-45113.91	C80	9
22	43	-0.614910907	-73333.33	-38083.82	C80	10
22	44	-0.592621556	-73333.33	-31053.72	C80	10
22	45	-0.574246289	-73333.33	-24023.62	C80	10
22	46	-0.560170421	-73333.33	-16993.53	C80	10
22	47	-0.550723712	-73333.33	-9963.43	C80	11
22	48	-0.546146429	-73333.33	-2933.33	C80	11
22	49	-0.546560923	-73333.33	4096.76	C80	11
22	50	-0.55195595	-73333.33	11126.86	C80	11
22	51	-0.562188141	-73333.33	18156.96	C80	10
22	52	-0.577000216	-73333.33	25187.05	C80	10
22	53	-0.596050836	-73333.33	32217.15	C80	10
22	54	-0.61894875	-73333.33	39247.25	C80	10
22	55	-0.645284526	-73333.33	46277.34	C80	9
22	56	-0.674655683	-73333.33	53307.44	C80	9
22	57	-0.706683854	-73333.33	60337.54	C80	8
22	58	-0.741024598	-73333.33	67367.63	C80	7
22	59	-0.777371499	-73333.33	74397.73	C80	6
22	60	-0.815456343	-73333.33	81427.83	C80	5
22	61	-0.855046931	-73333.33	88457.92	E20	4
22	62	-0.895943675	-73333.33	95488.02	E20	3
22	63	-0.93797574	-73333.33	102518.12	E20	2
22	64	-0.980997206	-73333.33	109548.21	E1	1
23	33	-0.950038404	-67466.67	-108384.78	E1	1
23	34	-0.90604734	-67466.67	-101354.69	E20	2
23	35	-0.862985633	-67466.67	-94324.59	E20	3
23	36	-0.820999532	-67466.67	-87294.49	C80	4
23	37	-0.780262691	-67466.67	-80264.4	C80	5
23	38	-0.74098118	-67466.67	-73234.3	C80	6
23	39	-0.703398862	-67466.67	-66204.2	C80	7
23	40	-0.667802677	-67466.67	-59174.11	C80	8
23	41	-0.634526973	-67466.67	-52144.01	C80	9
23	42	-0.603955421	-67466.67	-45113.91	C80	10
23	43	-0.576518368	-67466.67	-38083.82	C80	11
23	44	-0.552682833	-67466.67	-31053.72	C80	11
23	45	-0.532932272	-67466.67	-24023.62	C80	11
23	46	-0.517734397	-67466.67	-16993.53	C80	11
23	47	-0.507498387	-67466.67	-9963.43	C80	12
23	48	-0.502527539	-67466.67	-2933.33	C80	12
23	49	-0.50297798	-67466.67	4096.76	C80	12
23	50	-0.508835314	-67466.67	11126.86	C80	12
23	51	-0.519916832	-67466.67	18156.96	C80	11
23	52	-0.535898549	-67466.67	25187.05	C80	11
23	53	-0.556358342	-67466.67	32217.15	C80	11
23	54	-0.580823176	-67466.67	39247.25	C80	11
23	55	-0.608810418	-67466.67	46277.34	C80	10
23	56	-0.639858029	-67466.67	53307.44	C80	9
23	57	-0.673542927	-67466.67	60337.54	C80	8
23	58	-0.709489578	-67466.67	67367.63	C80	7
23	59	-0.747371697	-67466.67	74397.73	C80	6
23	60	-0.786909813	-67466.67	81427.83	C80	5
23	61	-0.827866692	-67466.67	88457.92	C80	4
23	62	-0.870041996	-67466.67	95488.02	E20	3
23	63	-0.913266935	-67466.67	102518.12	E20	2
23	64	-0.957399355	-67466.67	109548.21	E1	1
24	32	-0.973533564	-61600	-115414.88	E1	1
24	33	-0.927708363	-61600	-108384.78	E20	2
24	34	-0.88260502	-61600	-101354.69	E20	3
24	35	-0.838340051	-61600	-94324.59	E20	4
24	36	-0.795053501	-61600	-87294.49	C80	5
24	37	-0.752914142	-61600	-80264.4	C80	6
24	38	-0.712125654	-61600	-73234.3	C80	7
24	39	-0.672933724	-61600	-66204.2	C80	8
24	40	-0.635633742	-61600	-59174.11	C80	9
24	41	-0.600578319	-61600	-52144.01	C80	10
24	42	-0.568183059	-61600	-45113.91	C80	11
24	43	-0.538927887	-61600	-38083.82	C80	12
24	44	-0.513349932	-61600	-31053.72	C80	12
24	45	-0.492023013	-61600	-24023.62	C80	12
24	46	-0.475519447	-61600	-16993.53	C80	12
24	47	-0.4643538	-61600	-9963.43	C80	13
24	48	-0.458915859	-61600	-2933.33	C80	13
24	49	-0.459409063	-61600	4096.76	C80	13
24	50	-0.465814572	-61600	11126.86	C80	13
24	51	-0.477894707	-61600	18156.96	C80	12
24	52	-0.495234382	-61600	25187.05	C80	12
24	53	-0.517304981	-61600	32217.15	C80	12
24	54	-0.543530496	-61600	39247.25	C80	12
24	55	-0.573341054	-61600	46277.34	C80	11
24	56	-0.606207997	-61600	53307.44	C80	10
24	57	-0.641661837	-61600	60337.54	C80	9
24	58	-0.679297651	-61600	67367.63	C80	8
24	59	-0.718772768	-61600	74397.73	C80	7
24	60	-0.75980056	-61600	81427.83	C80	6
24	61	-0.802142817	-61600	88457.92	C80	5
24	62	-0.845602101	-61600	95488.02	E20	4
24	63	-0.890014794	-61600	102518.12	E20	3
24	64	-0.935245082	-61600	109548.21	E20	2
24	65	-0.981179901	-61600	116578.31	E1	1
25	32	-0.953755352	-55733.33	-115414.88	E1	1
25	33	-0.906931352	-55733.33	-108384.78	E20	2
25	34	-0.860739968	-55733.33	-101354.69	E20	3
25	35	-0.81528873	-55733.33	-94324.59	C80	4
25	36	-0.770708597	-55733.33	-87294.49	C80	5
25	37	-0.727159801	-55733.33	-80264.4	C80	6
25	38	-0.684839119	-55733.33	-73234.3	C80	7
25	39	-0.643988718	-55733.33	-66204.2	C80	8
25	40	-0.604906543	-55733.33	-59174.11	C80	9
25	41	-0.567957735	-55733.33	-52144.01	C80	10
25	42	-0.533585663	-55733.33	-45113.91	C80	11
25	43	-0.502319558	-55733.33	-38083.82	C80	12
25	44	-0.474773445	-55733.33	-31053.72	C80	13
25	45	-0.451628516	-55733.33	-24023.62	C80	13
25	46	-0.433590148	-55733.33	-16993.53	C80	13
25	47	-0.421314755	-55733.33	-9963.43	C80	14
25	48	-0.415313661	-55733.33	-2933.33	C80	14
25	49	-0.41585858	-55733.33	4096.76	C80	14
25	50	-0.422924209	-55733.33	11126.86	C80	14
25	51	-0.436193789	-55733.33	18156.96	C80	13
25	52	-0.455124999	-55733.33	25187.05	C80	13
25	53	-0.47904709	-55733.33	32217.15	C80	13
25	54	-0.507254444	-55733.33	39247.25	C80	12
25	55	-0.539074796	-55733.33	46277.34	C80	11
25	56	-0.57390749	-55733.33	53307.44	C80	10
25	57	-0.611237748	-55733.33	60337.54	C80	9
25	58	-0.65063582	-55733.33	67367.63	C80	8
25	59	-0.691748483	-55733.33	74397.73	C80	7
25	60	-0.734287793	-55733.33	81427.83	C80	6
25	61	-0.778019775	-55733.33	88457.92	C80	5
25	62	-0.822754267	-55733.33	95488.02	C80	4
25	63	-0.868336343	-55733.33	102518.12	E20	3
25	64	-0.914639292	-55733.33	109548.21	E20	2
25	65	-0.961558979	-55733.33	116578.31	E1	1
26	32	-0.93559755	-49866.67	-115414.88	E1	1
26	33	-0.887816413	-49866.67	-108384.78	E20	2
26	34	-0.840575277	-49866.67	-101354.69	E20	3
26	35	-0.793970539	-49866.67	-94324.59	C80	4
26	36	-0.748121143	-49866.67	-87294.49	C80	5
26	37	-0.703174858	-49866.67	-80264.4	C80	6
26	38	-0.659316406	-49866.67	-73234.3	C80	7
26	39	-0.616777896	-49866.67	-66204.2	C80	8
26	40	-0.575851916	-49866.67	-59174.11	C80	9
26	41	-0.536907342	-49866.67	-52144.01	C80	10
26	42	-0.500406999	-49866.67	-45113.91	C80	11
26	43	-0.466924451	-49866.67	-38083.82	C80	12
26	44	-0.437153667	-49866.67	-31053.72	C80	13
26	45	-0.411900256	-49866.67	-24023.62	C80	14
26	46	-0.392038162	-49866.67	-16993.53	C80	14
26	47	-0.378417266	-49866.67	-9963.43	C80	15
26	48	-0.371724281	-49866.67	-2933.33	C80	15
26	49	-0.372332999	-49866.67	4096.76	C80	15
26	50	-0.380208352	-49866.67	11126.86	C80	15
26	51	-0.394915847	-49866.67	18156.96	C80	14
26	52	-0.415731005	-49866.67	25187.05	C80	14
26	53	-0.441791375	-49866.67	32217.15	C80	13
26	54	-0.472229367	-49866.67	39247.25	C80	12
26	55	-0.506256002	-49866.67	46277.34	C80	11
26	56	-0.543197304	-49866.67	53307.44	C80	10
26	57	-0.582499004	-49866.67	60337.54	C80	9
26	58	-0.623715059	-49866.67	67367.63	C80	8
26	59	-0.666490411	-49866.67	74397.73	C80	7
26	60	-0.710543501	-49866.67	81427.83	C80	6
26	61	-0.755650894	-49866.67	88457.92	C80	5
26	62	-0.801634635	-49866.67	95488.02	C80	4
26	63	-0.848352232	-49866.67	102518.12	E20	3
26	64	-0.895688863	-49866.67	109548.21	E20	2
26	65	-0.943551363	-49866.67	116578.31	E1	1
27	31	-0.968218215	-44000	-122444.98	E1	1
27	32	-0.919156196	-44000	-115414.88	E20	2
27	33	-0.870473043	-44000	-108384.78	E20	3
27	34	-0.822236057	-44000	-101354.69	C80	4
27	35	-0.774528601	-44000	-94324.59	C80	5
27	36	-0.727454866	-44000	-87294.49	C80	6
27	37	-0.681146253	-44000	-80264.4	C80	7
27	38	-0.635769974	-44000	-73234.3	C80	8
27	39	-0.591540624	-44000	-66204.2	C80	9
27	40	-0.548735607	-44000	-59174.11	C80	10
27	41	-0.507715305	-44000	-52144.01	C80	11
27	42	-0.468948293	-44000	-45113.91	C80	12
27	43	-0.43304016	-44000	-38083.82	C80	13
27	44	-0.400760109	-44000	-31053.72	C80	14
27	45	-0.373051146	-44000	-24023.62	C80	15
27	46	-0.350997518	-44000	-16993.53	C80	15
27	47	-0.3357156	-44000	-9963.43	C80	16
27	48	-0.328152828	-44000	-2933.33	C80	16
27	49	-0.328842211	-44000	4096.76	C80	16
27	50	-0.33773322	-44000	11126.86	C80	16
27	51	-0.354208785	-44000	18156.96	C80	15
27	52	-0.377276564	-44000	25187.05	C80	15
27	53	-0.405813942	-44000	32217.15	C80	14
27	54	-0.438754957	-44000	39247.25	C80	13
27	55	-0.475184676	-44000	46277.34	C80	12
27	56	-0.51436237	-44000	53307.44	C80	11
27	57	-0.555707141	-44000	60337.54	C80	10
27	58	-0.59877025	-44000	67367.63	C80	9
27	59	-0.643206658	-44000	74397.73	C80	8
27	60	-0.688750611	-44000	81427.83	C80	7
27	61	-0.735196308	-44000	88457.92	C80	6
27	62	-0.782383171	-44000	95488.02	C80	5
27	63	-0.830184827	-44000	102518.12	C80	4
27	64	-0.878500925	-44000	109548.21	E20	3
27	65	-0.927251051	-44000	116578.31	E20	2
27	66	-0.976370193	-44000	123608.41	E1	1
28	31	-0.954339396	-38133.33	-122444.98	E1	1
28	32	-0.904524893	-38133.33	-115414.88	E20	2
28	33	-0.855009058	-38133.33	-108384.78	E20	3
28	34	-0.805846948	-38133.33	-101354.69	C80	4
28	35	-0.757107472	-38133.33	-94324.59	C80	5
28	36	-0.708877812	-38133.33	-87294.49	C80	6
28	37	-0.661269527	-38133.33	-80264.4	C80	7
28	38	-0.614427075	-38133.33	-73234.3	C80	8
28	39	-0.568539779	-38133.33	-66204.2	C80	9
28	40	-0.523858699	-38133.33	-59174.11	C80	10
28	41	-0.480720293	-38133.33	-52144.01	C80	11
28	42	-0.439578971	-38133.33	-45113.91	C80	12
28	43	-0.40104981	-38133.33	-38083.82	C80	13
28	44	-0.365958789	-38133.33	-31053.72	C80	14
28	45	-0.335386833	-38133.33	-24023.62	C80	15
28	46	-0.310670931	-38133.33	-16993.53	C80	16
28	47	-0.293295302	-38133.33	-9963.43	C80	17
28	48	-0.284607534	-38133.33	-2933.33	C80	17
28	49	-0.285402119	-38133.33	4096.76	C80	17
28	50	-0.295602601	-38133.33	11126.86	C80	17
28	51	-0.314294501	-38133.33	18156.96	C80	16
28	52	-0.340080543	-38133.33	25187.05	C80	15
28	53	-0.371486373	-38133.33	32217.15	C80	14
28	54	-0.407213804	-38133.33	39247.25	C80	13
28	55	-0.446226004	-38133.33	46277.34	C80	12
28	56	-0.487735397	-38133.33	53307.44	C80	11
28	57	-0.531156847	-38133.33	60337.54	C80	10
28	58	-0.576058141	-38133.33	67367.63	C80	9
28	59	-0.622118939	-38133.33	74397.73	C80	8
28	60	-0.669099824	-38133.33	81427.83	C80	7
